name,location,cuisines,highlights,cost_for_two,rating,budget_bucket
Natural Ice Cream,Sarjapur Road,"Ice Cream, Desserts","Mango Ice Cream, Coffee Walnut, Waffle Cone, Tender Coconut Ice Cream, Custard Apple, Kesar Pista, Chips",150.0,4.3,low
Jayanthi Sagar,Koramangala 5th Block,"South Indian, North Indian, Chinese",,200.0,3.1,low
M.M.A Kabab Rolls & Biriyani Center,Banaswadi,"Arabian, Mughlai, Chinese, Kebab, Fast Food","Shawarma, Alpham Chicken",400.0,3.7,low
Punjabi Charchay,KR Puram,"North Indian, Chinese",,400.0,3.6,low
S.S Naati Style Hotel,Rajajinagar,"Biryani, South Indian",,300.0,,low
Magnolia,Koramangala 3rd Block,"Chinese, Thai, Asian","Noodles, Pinacolada, Mocktails, Salad, Thai Green Curry, Spicy Crabmeat Soup, Clear Soup",900.0,4.1,medium
Sukh Sagar Food Court,Majestic,"North Indian, South Indian, Chinese, Desserts, Street Food","Pav Bhaji, Chaat, Panipuri, Grilled Sandwich, Hot Dog, Bhel Puri, Masala Poori",350.0,3.8,low
A La Carte Restaurant,Sarjapur Road,"Chinese, North Indian",,500.0,,low
Grow Fit,JP Nagar,"Healthy Food, North Indian, Thai",,500.0,3.6,low
Warm Oven,Koramangala 7th Block,"Bakery, Desserts",,500.0,3.9,low
99 Pancakes,Koramangala 5th Block,"Desserts, Cafe","Pan Cake, Waffles, Nutella Pancakes",300.0,4.5,low
Bathinda Tandoor,BTM,North Indian,,300.0,3.7,low
Chowpatty,Indiranagar,"North Indian, Fast Food, Street Food","Pav Bhaji, Gulab Jamun, Chaat, Paratha, Vada Pav, Buttermilk, Thali",300.0,3.9,low
AM's Cafe Recreate,BTM,"Chinese, North Indian",,250.0,3.3,low
Lunch & Munch,BTM,"North Indian, Fast Food, Beverages",,500.0,,low
Chattar Mattar,HSR,"North Indian, Chinese",,150.0,3.5,low
Mel's Korner,Church Street,Fast Food,"Shawarma, Burgers, Beef Burger, Potato Wedges, Vegetable Noodles, Cheese Fatayer, Garlic Fries",500.0,3.7,low
The Farm House Bar n Grill,Whitefield,"North Indian, Continental",,800.0,3.7,medium
M Cafe - Bengaluru Marriott Hotel Whitefield,Whitefield,"North Indian, American, Italian","Rasmalai, Salads, Pasta, Pizza, Mutton Biryani, Cocktails, Coffee",2500.0,4.1,high
Brew Meister,Jayanagar,"North Indian, Continental, Finger Food, American, Asian","Cocktails, Pasta, Paneer Tikka, Mocktails, Wheat Beer, Corn Paratha, Misal Pav",1500.0,4.1,high
Firangi Bake,Rajajinagar,"Mexican, Italian","Chicken Quesadilla, Lasagne",600.0,3.8,medium
Popsies,Koramangala 5th Block,"Chinese, Momos","Momos, Chilli Chicken, Chicken Manchow Soup, Spicy Chicken Wings, Thukpa, Chicken Noodle, Tai Pai Chicken",750.0,3.9,medium
Salkara Arabian Delight & Bakes,Koramangala 1st Block,"Arabian, Biryani, Beverages, Rolls",,300.0,,low
Rajathadri Food Fort,Jayanagar,"South Indian, North Indian, Chinese, Street Food","Butter Naan, Filter Coffee, Pav Bhaji, Vada, Babycorn Manchurian, Tea, Paneer Tikka Masala",600.0,4.0,medium
Kamat Hotel,Shivajinagar,"North Indian, South Indian, Chinese","Paper Masala Dosa, Coffee",450.0,3.6,low
Halftime,Whitefield,"North Indian, Chinese",,200.0,,low
Koramangala Social,Koramangala 7th Block,"American, North Indian, Chinese, Finger Food","Manchow Soup, Caramel Custard, Cocktails, Bbq Platter, Pork Ribs, Mocktails, Paratha",1500.0,4.6,high
1Q1,Infantry Road,"Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese","Cocktails, Stir Fried Noodles, Cheesecake, Jasmine Rice, Kung Pao Vegetables, Veg Sushi, Salad",2500.0,4.3,high
Chocolate D'Luxe,Lavelle Road,Desserts,"Coffee, Sandwiches, Hot Chocolate, Tiramisu, Latte, Cup Cake, Brownie",550.0,4.1,low
Kabab Korner,St. Marks Road,"North Indian, Chinese, Fast Food","Rolls, Chilli Chicken, Biryani, Seekh Kebab, Naan, Rumali Roti, Burgers",500.0,3.9,low
UBQ By Barbeque Nation,JP Nagar,"North Indian, BBQ, Biryani, Kebab",,450.0,3.4,low
Hyderabad Express,Banashankari,"Hyderabadi, Biryani",,300.0,,low
Take A Break,Shanti Nagar,North Indian,,600.0,3.4,medium
Apsara Ice Cream,Malleshwaram,"Ice Cream, Desserts",,200.0,4.0,low
The Vintage Cafe,Banashankari,"Cafe, French, North Indian","Burgers, Caramel Milkshake, Iced Coffee, Iced Tea",400.0,3.0,low
Venky's Xprs,Kalyan Nagar,"Fast Food, Raw Meats",,400.0,3.7,low
Little Chef,Richmond Road,Chinese,"Dragon Chicken, Hunan Chicken",550.0,4.0,low
Hyderabad Bawarchi,Jayanagar,"North Indian, Biryani, Chinese","Khubani Ka Meetha, Mutton Biryani, Chicken Biryani, Tandoori Chicken, Hyderabadi Dum Biryani, Raita",800.0,3.9,medium
La Casa Brewery And Kitchen,Sarjapur Road,"Finger Food, Continental, Seafood","Salads, Daiquiri, Wheat Beer, Craft Beer, Pepperoni Pizza, Cocktails, Noodles",1500.0,4.4,high
Kumarakom,HSR,"Kerala, Seafood, South Indian, North Indian, Chinese","Egg Roast, Appam, Fish, Sea Food, Chicken Curry, Chicken Stew, Beef Fry",600.0,3.8,medium
Kota Kachori,Koramangala 6th Block,"Street Food, Desserts, North Indian, Mithai, Rajasthani","Pyaz Kachori, Chaat, Gajar Ka Halwa, Shrikhand, Jalebi Rabri, Churma, Boondi Raita",400.0,4.3,low
Foody's Lane,Koramangala 4th Block,"North Indian, Chinese",,450.0,,low
Anamika Roll Centre,Wilson Garden,"North Indian, Fast Food, Rolls",,300.0,3.2,low
Matsuri - The Chancery Hotel,Lavelle Road,Japanese,"Squid Rings, Udon Noodle, Miso Soup, Tempura Prawns, Sushi Platter, Fish, Egg Custard",1800.0,4.4,high
S.K Green Gardens,Electronic City,"North Indian, Chinese, Seafood, South Indian",,550.0,3.2,low
Manjushree Veg,Bannerghatta Road,"South Indian, Chinese",,150.0,3.5,low
Grand Food,Banashankari,"South Indian, Bakery, Chinese",,250.0,3.4,low
Sri Udupi Park,Old Airport Road,"South Indian, Chinese, North Indian","Filter Coffee, Tea, Kadhai Paneer, Chaat, Panneer Butter Masala, Idli Vada, Mushroom Masala",400.0,3.7,low
Grand Taj,Electronic City,"Biryani, North Indian, Chinese",,200.0,,low
Chaska Bun,Koramangala 5th Block,Fast Food,"Ginger Tea, Chai, Samosa, Bun Omelette, Elaichi Tea, Egg Bhurji, Carrot Cake",300.0,4.2,low
Cafe Indiana,Bannerghatta Road,"Fast Food, Desserts",,600.0,3.5,medium
Sneha Fast Food,Banaswadi,Fast Food,,200.0,,low
Biriyaniz,HSR,"Biryani, North Indian, Chinese, Andhra","Chicken Guntur, Pepper Chicken, Chicken Biryani, Raita",400.0,3.5,low
Crave Bit Cafe,JP Nagar,Cafe,,600.0,,medium
MealBox Inc.,Marathahalli,North Indian,"Chaat, Pav Bhaji, Kheer, Aloo Paratha, Rabri, Sweet Lassi",800.0,3.9,medium
The Bao Belly,Residency Road,Cafe,,400.0,3.3,low
Kerala Food,Electronic City,"Kerala, South Indian",,250.0,,low
Amnesia - The Poolside Bar,Residency Road,"North Indian, Chinese, Continental",,2000.0,3.7,high
Ambur Hot Dum Biriyani,Rajajinagar,Biryani,,250.0,,low
Frozen Bottle,Infantry Road,"Beverages, Desserts, Ice Cream",,400.0,3.7,low
The Biere Club,Whitefield,"Continental, BBQ, Finger Food","Wheat Beer, Beef Burger, Pizza, Craft Beer, Pork Chops, Mezze Platter, Cocktails",1700.0,4.3,high
South Idlis,Rajajinagar,South Indian,"Vada, Thatte Idli, Kesari Bath",150.0,4.0,low
Bombay Kulfis,Ulsoor,Ice Cream,,200.0,,low
Chef Delicacies,"Varthur Main Road, Whitefield","Kebab, Rolls, Charcoal Chicken",,400.0,2.7,low
Oveanly,BTM,Bakery,,200.0,,low
Daawat Restaurant Bar & Pub,Koramangala 7th Block,"Finger Food, North Indian, Seafood, Mangalorean, Chinese",,700.0,3.5,medium
Bangalore Mandarin,Whitefield,"Chinese, Seafood","Singapore Noodles, Kung Pao Chicken, Mixed Fried Rice, Corn Fritters, Clear Soup, Fish, Rice Noodles",1100.0,4.2,medium
Foodiction,Bannerghatta Road,"North Indian, Fast Food, Chinese, Burger",,500.0,2.9,low
Barcode,Koramangala 4th Block,"South Indian, North Indian","Prawn, French Fries, Draught Beer, Biryani",1300.0,3.8,medium
Kya Khaoge,Old Airport Road,"North Indian, Chinese","Bhatti Chicken, Chole, Shahi Tukda",300.0,3.7,low
Ambur Biryani,Koramangala 3rd Block,"Biryani, Chinese",,250.0,3.5,low
Vanilla Sky,HSR,"Chinese, Continental, North Indian, Finger Food","Cocktails, Gulab Jamun, Spring Roll, Egg Pakora, Biryani, Veg Nachos, Buffalo Wings",1200.0,4.6,medium
Sankranthi Veg Restaurant,BTM,"South Indian, North Indian, Chinese","Tea, Vada Sambar, Masala Dosa",600.0,3.0,medium
New Ambur Hot Dum Biryani,Indiranagar,Biryani,,150.0,,low
Yomama!!,Brigade Road,"Continental, Burger, Cafe, Steak",,800.0,3.6,medium
Pai Vihar,Vasanth Nagar,"South Indian, Street Food, Chinese, Fast Food","Masala Dosa, Coffee",400.0,2.8,low
Big Pitcher,Old Airport Road,"American, Continental, North Indian, Mediterranean","Beer, Cocktails, Tiramisu, Tawa Chicken, Mocktails, Chicken Satay, Sea Food",1800.0,4.6,high
Sweet Truth,"ITPL Main Road, Whitefield","Bakery, Desserts",,500.0,3.8,low
Talk Over Table,Jeevan Bhima Nagar,Cafe,"Coffee, Wedges, Broccoli Soup, Chicken Ceaser Salad, Chicken Burger, Pancakes, Chicken Steak",500.0,4.0,low
Mayuri,City Market,"North Indian, Chinese","Chicken Biryani, Chilli Chicken, Omelette, Mutton Biryani",650.0,4.0,medium
GR Foods,BTM,"Andhra, Biryani",,350.0,,low
Swing,Indiranagar,"North Indian, Chinese, Mangalorean","Chicken Wings, Murgh Ghee Roast, Paneer Tikka",1000.0,3.8,medium
Toscano,Whitefield,"Italian, Salad","Pizza, Pasta, Mocktails, Tiramisu, Salads, Cocktails, Sea Food",1500.0,4.3,high
Hyderabadi Biriyani,Bellandur,"Biryani, Hyderabadi, Chinese, North Indian",,800.0,3.4,medium
BBQ Ride 46,South Bangalore,BBQ,,200.0,3.4,low
Chaman's Night Kitchen,Koramangala 8th Block,"North Indian, Chinese",,400.0,3.5,low
Biryani Spot,BTM,"South Indian, Biryani",,300.0,3.5,low
Blue Berry Restaurant,Bellandur,"North Indian, Biryani, Chinese, Beverages","Tandoori Chicken, Coffee, Butter Chicken, Fish Curry, Biryani",650.0,3.9,medium
World In A Bowl,Sarjapur Road,"Continental, North Indian, Desserts, Beverages",,600.0,3.6,medium
Kings Kitchen,Ejipura,"Biryani, North Indian",,500.0,,low
Delicacy,Jeevan Bhima Nagar,"Chinese, Thai, Momos","Noodles, Momos, Fish, Paneer Satay, Sweet Corn Soup, Basil Chicken, Lime Soda",500.0,3.9,low
Chefie,Koramangala 1st Block,"Continental, Fast Food, Italian, North Indian",,200.0,3.8,low
Food Square,Malleshwaram,"Chinese, Street Food, Rolls",,250.0,3.2,low
Hotel Prashanth,Rajajinagar,North Indian,,350.0,3.9,low
Shree Annapoorneshwari Mess,Indiranagar,South Indian,,200.0,3.3,low
Hungerbreak 24x7,Koramangala 8th Block,"North Indian, South Indian, Maharashtrian",,500.0,3.1,low
MISU,St. Marks Road,"Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean","Sushi, Dumplings, Khau Suey, Noodles, Cocktails, Virgin Mojito, Drunken Beef",1700.0,4.5,high
Appetite Workstation,Sarjapur Road,"North Indian, Chinese, Biryani",,500.0,3.6,low
Delhi Food Factory,Koramangala 4th Block,North Indian,,500.0,,low
Dr. Sheesha,JP Nagar,"Cafe, Chinese, Continental, Italian","Mocktails, Pizza, Pasta Alfredo, Burgers, Nachos, Exotic Garlic Bread, Milk Shake",800.0,4.1,medium
Blistering Barnacles,Indiranagar,"Chinese, Continental, American, Steak","Strawberry Mojito, Cocktails, Chicken Momo, Caramel Custard, Long Island Iced Tea, Spring Roll, Tortilla Chips",1200.0,3.9,medium
Thom's Bakery,Frazer Town,"Bakery, Fast Food","Plum Cake, Burgers, Sandwiches, Donut, Mutton Samosa, Sponge Cake, Baked Bread",200.0,4.1,low
Baba Fattoosh,Whitefield,North Indian,,300.0,3.6,low
Food Junction,BTM,"North Indian, Chinese, Street Food, Biryani",Paratha,400.0,3.6,low
Keventers,Jayanagar,"Desserts, Beverages, Ice Cream","Thick Shakes, Chocolate Hazelnut Shake, Mango Shake, Choco Hazelnut, Milk Shake, Chocolate Oreo, Strawberry Milkshake",400.0,3.9,low
Shake The Shake,Whitefield,Juices,,200.0,,low
The French Corner,Kalyan Nagar,"Bakery, Desserts, Fast Food",,400.0,3.4,low
Pure & Natural,Malleshwaram,"Healthy Food, Beverages, Fast Food","Sandwiches, Salad, Corn Soup",500.0,2.6,low
FixMyNutrition,Richmond Road,"Salad, Asian, Continental, Healthy Food",,500.0,,low
Penthouse Cafe,Banashankari,"Cafe, Italian, Continental","Pizza, Mocktails, Coffee, Nachos, Salad, Pasta, Sandwiches",700.0,4.0,medium
MK Dabbawala,HSR,North Indian,,400.0,,low
Ajwa Thalassery Biryani,Sarjapur Road,Biryani,"Thalassery Biryani, Chicken Fry, Chicken Biryani",500.0,3.9,low
Baking Delite,Koramangala 7th Block,Desserts,,550.0,,low
S S Popular Frozen Stone,Bellandur,"Beverages, Ice Cream, Sandwich, Fast Food",,250.0,3.7,low
Heritage Cafe,Jayanagar,"Fast Food, Tea",,200.0,3.6,low
Delite Chaat House,Marathahalli,"Street Food, Gujarati",,300.0,3.3,low
Zodiac - Fortune Select JP Cosmos Hotel,Cunningham Road,"North Indian, South Indian, Chinese, Continental","Salads, Biryani, Chicken Salad, Lunch Buffet, Breakfast Buffet, Fish, Panipuri",1800.0,3.8,high
Bismilla Vaniyambadi Biriyani,Domlur,"Biryani, North Indian",,200.0,,low
Sri Krishna Sagar,Domlur,"South Indian, North Indian, Street Food, Chinese, Beverages","Vada, Rava Masala Dosa, Biryani",150.0,3.7,low
Pai's Kitchen,Koramangala 2nd Block,South Indian,,200.0,3.5,low
Bangalore Mandarin,Indiranagar,"Chinese, Seafood","Lime Soda, Crispy Chicken, Kung Pao Chicken, Veg Manchow Soup, Hakka Noodles, Clear Soup, Singapore Noodles",1100.0,4.2,medium
Fresh Bites,Koramangala 1st Block,"Italian, Fast Food",,400.0,3.3,low
Japan Travel Cafe Azuki,Residency Road,"Cafe, Japanese","Miso Soup, Tempura",400.0,4.3,low
XOOX Brewmill,Koramangala 5th Block,"Modern Indian, European, Asian","Cocktails, Apple Cider, Craft Beer, Burgers, Stout, Seafood Salad, Sabudana Vada",2000.0,4.4,high
Kerala Mess. SIJI's MESS,Ejipura,Kerala,,100.0,,low
House Of Commons,Koramangala 5th Block,"Continental, Asian, North Indian","Cocktails, Chaap, Tandoori Chicken, Mocktails, Beer, Ghee Roast Mutton, Martini",1000.0,4.7,medium
Sathya's,Koramangala 3rd Block,"North Indian, Chinese","Chicken Tikka, Egg Chilli, Masala Peanuts, Beer, Pepper Chicken, Chilli Chicken, Masala Papad",1200.0,4.1,medium
Grazers,Jayanagar,"Cafe, Burger, Continental, Italian, Desserts","Burgers, Panneer Butter Masala, Pasta, Hot Dog, Fries, Cheesy Pizza, Potato Wedges",650.0,3.9,medium
Sri Annapoorna Andhra Mess,Koramangala 5th Block,Andhra,,300.0,,low
Chick Inn 24x7,Malleshwaram,Fast Food,,450.0,3.6,low
FNC Seafood,Koramangala 7th Block,"Seafood, Fast Food","Sea Food Platter, Fish N Chips, Fish Fingers, Fries, Prawn Noodles",400.0,3.8,low
Rahhams,Shanti Nagar,"Mughlai, North Indian, Chinese","Mutton Biryani, Shawarma, Mutton Chops, Pahadi Kebab, Chicken Kebab, Mango Shake, Rolls",700.0,2.6,medium
Aqua - The Park Bangalore,MG Road,"North Indian, Mediterranean, Chinese","Cocktails, Mai Thai, Pizza, Lemon Basil Chicken",3000.0,4.0,high
Irene's Cafe & Deli - Citrus Hotels,Cunningham Road,Cafe,,1000.0,,medium
Hyderabadi Biryani Hub,Bellandur,"Biryani, North Indian, Chinese",,600.0,3.5,medium
Chun Li,Koramangala 6th Block,Chinese,,300.0,,low
Petoo,Whitefield,"North Indian, Fast Food, Street Food","Biryani, Gulab Jamun, Pav Bhaji",800.0,4.0,medium
Rasovara,Lavelle Road,"Rajasthani, North Indian","Thali, Aamras, Malpua, Dal Bati, Lassi, Plain Rice, Buttermilk",1400.0,4.3,medium
Brahmin Tiffins & Coffee,Basavanagudi,"South Indian, Beverages",,100.0,,low
The Chai Stop,Brookefield,"Fast Food, Tea",,200.0,,low
Thanco's Natural Ice Cream,HSR,"Ice Cream, Desserts",Waffles,450.0,3.9,low
Hodge Podge,Whitefield,"Desserts, Cafe",,300.0,3.6,low
Yomama!!,Kammanahalli,"Continental, Burger, Cafe, Steak","Burgers, Spaghetti, Beef Burger, Cheesecake, Steak, Chicken Burger, Pasta",800.0,3.6,medium
Bhandary's Kitchen,Koramangala 7th Block,North Indian,,300.0,3.6,low
Chinese Corner,BTM,Chinese,,300.0,,low
Al-Bek,Whitefield,"Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",,450.0,3.9,low
Risalo Pizzeria,Brookefield,"Pizza, Italian, Desserts","Veggie Pizza, French Fries",900.0,4.0,medium
Coconadu,Koramangala 7th Block,"Kerala, Konkan","Paratha, Fish Fry",400.0,3.8,low
Kidambi's Kitchen,Banashankari,South Indian,Rooftop Ambience,300.0,3.5,low
Laa Raiba Restaurant,Bannerghatta Road,"Kerala, Chinese, South Indian",,300.0,3.3,low
Basmati Bar & Restaurant,Marathahalli,"Biryani, Andhra, North Indian, Chinese","Bamboo Chicken, Panneer Butter Masala, Chicken Dum Biryani, Paneer Tikka Biryani, Garlic Naan, Ghee Rice, Avakai Chicken Biryani",800.0,3.8,medium
Tiwari's Ghee Paratha And Chaats,BTM,"North Indian, Street Food",,200.0,,low
Roti Shotti,Jeevan Bhima Nagar,North Indian,Dal Fry,400.0,3.8,low
Amaravati,Electronic City,"Andhra, North Indian, Chinese, Seafood",,600.0,,medium
1992 Chats - Space,Rajajinagar,Street Food,,200.0,3.7,low
FNP Cakes N More,Koramangala 5th Block,Bakery,,700.0,,medium
Ging - Royal Orchid Central,MG Road,Asian,"Paneer Satay, Beer, Creme Brulee, Crispy Prawns",2000.0,4.4,high
Havmor,Basavanagudi,"Ice Cream, Desserts",,200.0,3.8,low
Biryani Point,Domlur,Biryani,,300.0,,low
The Chocolate Room,JP Nagar,"Cafe, Desserts","Brownie, Coffee, Hot Chocolate, Garlic Pops, Chocolate Waffles, Chocolate Avalanche",400.0,3.9,low
Surya Bakery,Shanti Nagar,Bakery,,200.0,3.5,low
Karavali Grand,Koramangala 5th Block,"Mangalorean, Seafood, North Indian, Chinese",,600.0,3.7,medium
Daily & Divine,Koramangala 5th Block,"Fast Food, Juices",,200.0,,low
Shree Saraswathi Sweets Centre,Koramangala 1st Block,"Mithai, Street Food",,100.0,3.6,low
Momoz,Koramangala 5th Block,"Chinese, Momos","Noodles, Thukpa, Chop Suey, Chicken Momo, Cheese Momos, Sweet Corn Soup, Prawn",600.0,3.9,medium
Shezan,Cunningham Road,"Chinese, Continental, North Indian, Mughlai, Steak","Butter Naan, Mudpie, Mutton Biryani, Chicken Tikka, Kulfi, Steak, Sweet Corn Soup",600.0,4.1,medium
Bangalore Agarwal Bhavan,Whitefield,"Mithai, Street Food",,500.0,3.0,low
Falafel Bistro,Koramangala 5th Block,"Arabian, Lebanese, Chinese",,300.0,3.4,low
What's In A Name,Koramangala 5th Block,"Finger Food, Asian, European, Italian","Cocktails, Chicken Nachos, Pizza, Peri Peri Fries, Hush Puppies, Beer, Tiramisu",1200.0,4.1,medium
Patiala House,Koramangala 7th Block,"North Indian, Rolls, Chinese, Biryani",,300.0,,low
Orchard Fresh,Marathahalli,"Ice Cream, Desserts",,400.0,3.4,low
Golden China,Koramangala 1st Block,Chinese,,300.0,3.6,low
Masti Masala,Rajajinagar,North Indian,"Paratha, Deluxe Thali, Lassi, Paneer Tikka, Roti, Biryani, Panneer Butter Masala",450.0,4.0,low
@Italy,Kumaraswamy Layout,Italian,"Pizza, Pasta, Spinach Salsa, Garlic Bread, Lasagne, Bruschettas, Chocolate Bomb",700.0,4.1,medium
Hotel Tom's Restaurant,Richmond Road,"Mangalorean, Seafood, Chinese, North Indian","Appam, Sea Food, Fry Prawns, Dal Fry, Fish, Chicken Curry, Murgh Ghee Roast",1000.0,4.4,medium
No 10 Fort Cochin,St. Marks Road,"Biryani, Kerala, Seafood, South Indian","Fish, Thali, Egg Roast, Buttermilk, Kerala Parotta, Paratha, Kadala Curry",800.0,3.8,medium
Rustic Stove,Jayanagar,"North Indian, South Indian, Biryani, Beverages","Vegetable Biryani, Pineapple Rasam, Cheese Garlic Naan, Potato Cheese Ball, Bamboo Chicken Biryani, Chicken Skewer, Fish",900.0,3.8,medium
Stoked!,Koramangala 4th Block,"Cafe, Italian, Pizza","Pizza, Pancakes, Penne Pasta, Hot Chocolate, Mezze Platter, Cappuccino, Waffles",850.0,4.3,medium
Gourmet Food Truck,South Bangalore,Chinese,,200.0,3.8,low
Whitefield Baking Company - Bengaluru Marriott Hotel...,Whitefield,"Bakery, Cafe","Coffee, Opera Pastry, Masala Tea",400.0,3.9,low
Hard Rock Cafe,St. Marks Road,"American, BBQ","Burgers, Cocktails, Legendary Hrc Burger, Nachos, Sandwiches, Bloody Mary, Mocktails",2500.0,4.5,high
The Bridge Walk Cafe,Kengeri,"Cafe, Continental",,500.0,3.7,low
Flame Pub & Restaurant - Brigade Garden,Brigade Road,"Bar Food, North Indian",,1900.0,2.9,high
Sree Krishna Kafe,JP Nagar,South Indian,"Vada, Pongal, Podi Idli, Masala Dosa, Podi Dosa, Idiyappam, Rice",200.0,3.9,low
SGS Non Veg - Gundu Pulav,Marathahalli,"Biryani, Fast Food",,400.0,3.1,low
Just Sandwiches,BTM,Sandwich,,100.0,3.6,low
Apna Veg Dhaba,Bellandur,"North Indian, Chinese",,400.0,3.1,low
The Pakoda Shop,Kalyan Nagar,Street Food,,150.0,3.4,low
New Food Corner Kolkata Mess,Bommanahalli,North Indian,,400.0,,low
New Udupi Grand,Koramangala 8th Block,"South Indian, North Indian, Chinese",,250.0,,low
Amrutha Sweets,Ejipura,"Street Food, Mithai",,200.0,3.5,low
New Kudla Family Resturant,MG Road,"North Indian, Chinese",,450.0,3.2,low
Amande Patisserie,Basavanagudi,"Bakery, French, Desserts","Macaroon, Mousse, Caramel Eclair",300.0,4.0,low
RICE BAR,Bellandur,"North Indian, Biryani",,500.0,,low
Desi Inn,Shanti Nagar,North Indian,,300.0,3.5,low
Desi Chinese kitchen,Indiranagar,"Chinese, Asian",,700.0,3.9,medium
The Flying Squirrel,Brigade Road,Cafe,,450.0,4.0,low
The Fresh Factor,Koramangala 6th Block,"Juices, Sandwich",,200.0,3.1,low
Kanchanjunga Kitchen - The Flavour of Hills,Koramangala 8th Block,"Chinese, Nepalese, Tibetan, Momos",,300.0,,low
Snow'ora,Koramangala 4th Block,"Desserts, Ice Cream, Beverages","Bingsu, Mocktails, Custard, Chocolate Oreo, Sandwiches, Brownie, Korean Ice Cream",450.0,4.3,low
Nawab's Kitchen,Bellandur,"Biryani, Chinese",,400.0,,low
Desi Chopstick,HSR,North Indian,,400.0,3.8,low
China Down Town,Koramangala 4th Block,Chinese,,800.0,3.5,medium
Just Shawarma,Ulsoor,Arabian,"Rolls, Whole Meat Shawarma",300.0,3.8,low
Pecos Hideout,BTM,Finger Food,"Chicken Steak, Beer, Beef Steak, Cheese Nachos, Honey Chilli Potatoes, French Fries, Masala Peanuts",1100.0,4.0,medium
Mom Made Food,Frazer Town,"Biryani, Kerala",,400.0,3.4,low
Shanghai Bistro,Sarjapur Road,"Chinese, Thai, Vietnamese","Noodles, Chicken Momo, Chicken Manchurian, Crabmeat Soup, Momos, Chop Suey, Chicken Manchow Soup",800.0,4.1,medium
